"","Watershed","Site","SampleDate","Organization","VisitID","Category","StreamName","VisitYear","LON_DD","LAT_DD","ValleyClass","Channel_Type","CUMDRAINAG","DistPrin1","NatPrin1","NatPrin2","MeanU","SlowWater_Area","SlowWater_Ct","SlowWater_Vol","SlowWater_Pct","FstTurb_Area","FstTurb_Ct","FstTurb_Vol","FstTurb_Pct","FstNT_Ct","FstNT_Vol","FstNT_Pct","Grad","Sin","Lgth_Wet","Area_Wet","WetVol","WetWdth_Int","WetBraid","DpthWet_SD","WetWdth_CV","WetWdth_Avg","WetSCWdth","SlowWater_Freq","FstTurb_Freq","FstNT_Freq","DpthThlwg_Avg","PoolResidDpth","WetSCL_Area","SCSm_Area","WetSC_Pct","SCSm_Freq","SCSm_Vol","Q","SubD16","SubD50","SubD84","Cond","FishCovLW","FishCovTVeg","FishCovArt","FishCovNone","FishCovAqVeg","FishCovTotal","SC_Area","SC_Area_Pct","ChnlUnitTotal_Ct","CU_Ct","CU_Freq","SubEstBldr","SubEstCbl","SubEstSandFines","SubEstGrvl","LWVol_Wet","LWVol_WetFstNT","LWVol_WetFstTurb","LWVol_WetSlow","UcutArea","UcutLgth","LWcnt_Wet","LWFreq_Wet","UcutLgth_Pct","UcutArea_Pct"
"732","Yankee Fork","YFI00001-001328","2015-07-11","Watershed Solutions",3351,"Depositional","Yankee Fork",2015,-114.68039,44.39381,"Depositional","Confined",208.973,-1.39,-1.04,2.31,57.43,0,0,0,0,980.6721,4,324.2367,45.5492,4,436.2706,54.4508,1.3513,1.072,210.7012,2152.7089,760.5081,10.2169,1,0.142,0.0948,10.2198,NA,0,1.8984,1.8984,0.5016,NA,0,0,0,0,0,1.3771,39,145,312,36,1.5106,8.7416,0,89.7478,0,10.2522,0,0,8,8,3.79684596006098,21.1011,45.0339,7.0084,24.498,2.8272448926716,2.14002149969883,0.687223392972767,NA,2.368,3.7,6,2.84763447004573,0.017560412565282,0.00110000938817134
"733","Yankee Fork","YFI00001-000559","2015-07-13","Watershed Solutions",3352,"Depositional","Yankee Fork",2015,-114.65125,44.40883,"Depositional","Island_braided",179.701,-1.39,-1.04,2.31,49.32,441.1777,5,218.9291,13.2346,1180.6073,5,233.8072,35.4163,5,414.7769,51.3491,0.6645,1.4708,327.2762,3333.8261,867.5155,10.1866,1,0.1712,0.1858,10.1161,NA,1.5278,1.5278,1.5278,0.4124,0.6219,0,0,0,0,0,1.046,24,54,104,23,3.7926,0.1806,0,96.1856,0.0218,3.995,0,0,15,15,4.58328469959013,4.0356,31.9505,2.9251,60.67,18.3406571815654,7.80937101829351,7.15081465828475,3.38047150498713,58.685,48.5,37,11.3054355923223,0.148192871953414,0.0176028977636236
"734","Yankee Fork","YFI00001-000427","2015-08-28","Watershed Solutions",3353,"Depositional","Yankee Fork",2015,-114.67643,44.39532,"Depositional","Confined",205.686,-1.39,-1.04,2.31,56.57,761.2919,6,239.3511,33.1872,868.0095,6,238.6601,37.8394,4,193.1793,28.9733,1.1928,1.0494,252.0232,2293.9033,671.1905,9.102,1,0.1373,0.1114,9.0643,NA,2.3807,2.3807,1.5872,0.4437,0.1757,0,0,0,0,0,0.6279,5,52,321,46.7,8.6908,15.7936,0.7372,76.512,1.0789,26.3005,0,0,16,16,6.34862187290694,24.941,18.7482,13.1825,37.8655,11.9116155814613,1.13914149619166,3.83369336915726,6.93878071611234,2.7,4.5,15,5.95183300585026,0.0178554990175508,0.00117703305104448
"735","Yankee Fork","YFI00001-000323","2015-08-15","Watershed Solutions",3354,"Depositional","Yankee Fork",2015,-114.70524,44.38381,"Depositional","Island_braided",223.48,-1.39,-1.04,2.31,61.47,0,0,0,0,2430.9105,7,478.6175,46.8538,5,646.673,53.1462,0.9669,1.1815,376.6433,5188.2676,1125.2905,13.775,1.399,0.1189,0.3346,10.6275,8.1316,0,1.8585,1.3275,0.3543,NA,1206.5489,0,23.2552,0,0,0.7901,0.0359,39,178,54.5,5.094,7.85,0,87.389,2.191,15.135,0,0,12,12,3.18603835512274,19.7939,16.3366,37.9227,25.9468,18.5539634687625,13.9126216062387,4.64134186252376,NA,54.042,36.7,19,5.04456072894434,0.0974396730275037,0.0104161936442908
"736","Yankee Fork","YFI00001-000643","2015-09-10","Watershed Solutions",3355,"Depositional","West Fork Yankee Fork",2015,-114.74226,44.36322,"Depositional","Island_braided",138.796,-2.2,-0.61,2.35,60.18,235.0647,2,67.7115,7.7362,2026.6013,4,396.9918,66.697,1,169.9098,25.5669,0.7858,1.6003,282.9626,3038.5209,634.613,10.7382,1,0.0973,0.1269,10.6457,NA,0.7068,1.4136,0.3534,0.3163,0.244,0,0,0,0,0,0.5176,2,35,126,71.1,4.218,5.042,0,92.0126,0.0828,9.3428,0,0,7,7,2.47382516276003,21.3361,25.6871,10.6444,39.9365,6.5907864978742,3.88025962626509,2.7105268716091,NA,7.108,7.7,16,5.65445751488006,0.0272120767903603,0.00233929607000564
"737","Region 17","LRB_BC3220","2015-07-27","Utah State University",3413,"Default",NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.808,3.7,NA,NA,NA,NA
"738","Region 17","LRB_71242","2015-07-29","Utah State University",3414,"Default",NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273318560862312,NA,NA,0.273318560862312,NA,NA,3,NA,NA,NA
"739","Region 17","LRB_66576","2015-09-27","Utah State University",3415,"Default",NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Region 17","LRB-64423",NA,"Utah State University",3416,"Default",NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Region 17","LRB_SC1590","2015-07-27","Utah State University",3417,"Default",NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113097335529233,0.113097335529233,NA,NA,2.828,11.8,1,NA,NA,NA
"742","Region 17","LRB_TF235",NA,"Utah State University",3418,"Default",NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Region 17","LRB_53727",NA,"Utah State University",3419,"Default",NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Region 17","LRB_RHF2775",NA,"Utah State University",3420,"Default",NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Region 17","LRB_36949",NA,"Utah State University",3421,"Default",NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Upper Grande Ronde","CBW05583-491690","2015-07-15","Columbia River Inter-Tribal Fish Commission",3422,"Catherine Creek Chinook","Catherine Creek",2015,-117.79951,45.16858,"Depositional","Island_braided",287.55499,1.93,0.02,-0.1,126.08,2233.3115,12,744.0788,26.6384,4432.8188,8,718.3671,52.8736,5,359.4208,20.4881,0.72,1.3254,507.7252,8383.8139,1821.8669,16.5125,1.2772,0.1819,0.1992,14.931,6.8776,2.3635,1.5757,0.9848,0.3722,0.5216,797.2358,0,9.5092,0,0,1.0175,24,58,102,66.2,5.1126,0.7766,0,93.6697,0.8773,6.7665,0,0,25,25,4.92392341368914,1.059,34.8299,16.7656,47.3456,59.8761798714455,6.20261916357828,9.85191675193308,43.8216439559342,49.407,22.2,140,27.5739711166592,0.0437244399135595,0.00589314130648821
"747","Lemhi","LEM00001-Little0Springs-2","2015-07-12","Quantitative Consultants Inc",3423,"Little Springs","Walter Creek",2015,-113.50709,44.76089,NA,NA,10.35,1.53,0.6,2.08,NA,294.4224,6,81.7001,56.5339,154.569,4,24.2436,29.6798,2,13.2296,13.7864,0.3067,1.4844,117.4646,474.4654,119.1579,4.0392,1.1276,0.1183,0.1435,3.5242,2.2652,5.1079,3.4053,1.7026,0.3181,0.3627,93.7106,0,17.994,0,0,0.1585,12,39,84,NA,0.2594,0.2953,0,83.4518,15.9935,16.5482,0,0,12,12,10.2158437520751,0,5.1342,66.2033,28.6625,0,NA,NA,NA,0.448,1.4,NA,NA,0.0119184843774209,0.00094422059016316
"748","Lemhi","CBW05583-026031","2015-07-13","Quantitative Consultants Inc",3425,"Lemhi Mainstem Upper","Lemhi River",2015,-113.624673,44.865963,NA,NA,NA,NA,NA,NA,NA,1040.3003,5,465.8229,19.8165,4123.3066,4,1120.4513,78.5443,1,33.3085,1.6391,0.6132,1.1185,337.7117,5222.4282,1619.583,15.4642,1,0.158,0.177,15.18,NA,1.4806,1.1844,0.2961,0.4867,0.2311,0,0,0,0,0,3.2094,24,51,96,196,5.6365,13.2314,0.0623,84.8721,9.4921,28.4223,0,0,10,10,2.96110558206897,3.9131,55.3943,13.7834,26.9092,6.71611248280753,1.75238038217239,1.28033252402562,3.68339957660952,NA,NA,10,2.96110558206897,NA,NA
"749","Asotin","ASW00001-SF-F3 P2BR","2015-07-19","Eco Logical Research",3426,"Asotin IMW","South Fork Asotin Creek",2015,-117.28351,46.23266,"Source","Plane-bed",104.676,0.58,-0.87,-0.23,21.38,126.4256,5,17.0476,22.8423,229.1563,6,34.218,41.4035,3,22.202,35.7541,2.8878,1.0523,166.9874,552.9471,73.481,3.3113,1,0.082,0.1958,3.2965,NA,2.9942,3.5931,1.7965,0.2071,0.0429,0,0,0,0,0,0.0589,7,42,131,78.4,4.2984,3.4706,0,93.0233,0,7.769,0,0,14,14,8.38386608810006,6.1129,22.2359,26.7567,44.8946,3.60977635277265,0.770671947833746,1.36887045898541,1.47023394595349,12.7925,18.45,27,16.1688845984787,0.110487378089604,0.0231351244992514
"750","Lemhi","CBW05583-250319","2015-07-22","Quantitative Consultants Inc",3427,"Big Eightmile","Big Eightmile Creek",2015,-113.46031,44.73911,"Transport","Pool-riffle",393.67099,0.3,1.06,2.14,62.61,123.5356,6,17.1388,25.871,311.7688,8,28.6941,65.291,1,5.8435,8.838,1.9049,1.36,116.4286,423.4731,51.6764,3.6372,1,0.0762,0.1972,3.613,NA,5.1534,6.8712,0.8589,0.1866,0.2293,0,0,0,0,0,0.0637,15,42,99,486,9.2959,17.6914,0,75.9836,0,26.9873,0,0,15,15,12.8834324212436,4.9047,37.0863,23.3811,34.6279,0.585396521088288,0.144316912524281,NA,0.441079608564007,1.675,5.5,5,4.29447747374786,0.0472392522112264,0.00395538701277602
"751","Lemhi","CBW05583-254415","2015-07-24","Quantitative Consultants Inc",3428,"Big Eightmile","Big Eightmile Creek",2015,-113.469588,44.719311,NA,NA,NA,NA,NA,NA,NA,67.8182,4,10.2335,18.0367,230.3118,7,25.5183,61.2528,3,9.632,20.7106,1.803,1.1197,120.1801,375.9734,45.3838,3.1284,1,0.0491,0.1928,3.1009,NA,3.3283,5.8246,2.4963,0.1635,0.1296,0,0,0,0,0,0.0321,1,36,116,406,6.1572,0.392,0,93.1397,0.3111,6.8603,0,0,14,14,11.6491831842377,1.1598,24.2876,46.1762,28.3764,1.52903670644705,NA,0.963550028800891,0.565486677646163,9.196,13.55,7,5.82459159211883,0.112747451533157,0.0244591771651931
"752","Lemhi","LEM00001-Big0Springs-5","2015-07-25","Quantitative Consultants Inc",3429,"Big Springs",NA,2015,-113.41578,44.71676,NA,NA,NA,NA,NA,NA,NA,529.5267,5,115.1991,23.8498,1096.6466,4,127.7133,49.3929,1,96.2762,23.8129,0.6322,1.4623,251.3545,2339.6974,347.0134,9.3084,1.3253,0.0761,0.3746,7.4856,5.0533,1.9892,1.5914,0.3978,0.237,0.2147,322.2262,65.372,17.4574,0.3978,7.8249,0.5327,13,24,40,NA,0,3.311,0,66.7798,29.9093,33.2202,50.4,2.27,10,10,3.97844478614865,0,9.2151,6.768,84.0168,0,NA,NA,NA,22.258,21.8,NA,NA,0.0867300963380405,0.00951319602269935
"753","Lemhi","LEM00001-Big0Springs-6","2015-07-27","Quantitative Consultants Inc",3430,"Big Springs",NA,2015,-113.4337,44.72605,NA,NA,12.94994,0.3,1.06,2.14,NA,826.1233,7,186.0899,40.8067,0,0,0,0,4,178.9456,59.1573,0.2549,2.3598,205.6208,2024.4817,365.1362,9.8457,1.0539,0.0857,0.354,9.8278,0.4529,3.4043,0,1.9453,0.2643,0.1477,0,0.7302,0.0361,0.4863,0.1008,0.4793,9,16,29,456,0,0,0,72.6823,27.3177,27.3177,0.81,0.04,11,11,5.34965334246341,0,4.9369,7.2006,87.8625,0.28758139150961,0.28758139150961,NA,NA,41.639,51.3,3,1.45899636612638,0.249488378607612,0.0205677334598777
"754","Asotin","ASW00001-CC-F2 P1BR","2015-08-29","Eco Logical Research",3431,"Asotin IMW","Charley Creek",2015,-117.3108,46.28603,"Source","Plane-bed",58.366,1.05,-1.3,-0.44,7.64,85.8213,4,7.6124,9.8964,575.8162,4,39.9125,66.3994,2,8.7269,15.676,2.7369,1.3214,165.5525,840.5582,56.6415,5.0773,1.122,0.0637,0.2161,4.7877,3.1416,2.4162,2.4162,1.2081,0.1782,0.2032,0,69.6213,8.0283,0.604,0.4104,0.1744,4,40,118,143.6,5.0522,11.157,0,81.6136,2.1773,18.3864,6.5,0.7495,10,10,6.04037993989822,10.5067,23.9993,31.795,33.525,16.6627168373198,1.1114562109319,0.581068977207968,14.9701916491799,18.95,35.7,9,5.4363419459084,0.215641563854366,0.022544542424308
"755","John Day","CBW05583-007410","2015-07-19","Oregon Department of Fish and Wildlife",3432,"Middle Fork John Day-Source","Granite Boulder Creek",2015,-118.608568,44.684098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8129,1.154,159.6379,738.6027,121.0356,4.6267,1.1536,0.1,0.2294,4.4628,1.1877,NA,NA,NA,0.2465,NA,NA,NA,NA,NA,NA,0.1243,30,152,319,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1454218334155,NA,12.6773081049391,2.46811372847648,7.495,20.5,27,16.9132768596931,0.128415620601373,0.010147539401088
"756","John Day","CBW05583-032114","2015-08-13","Oregon Department of Fish and Wildlife",3433,"Greater South Fork John Day-Transport Depositional","Murderers Creek",2015,-119.214231,44.264694,NA,NA,NA,NA,NA,NA,NA,148.1208,12,24.673,50.6699,27.7997,3,1.2834,9.5099,7,6.6375,39.8202,0.6298,1.1866,126.6201,292.3247,32.5939,2.3087,1,0.1151,0.2737,2.2626,NA,9.4772,2.3693,5.5283,0.1439,0.1773,0,0,0,0,0,0.0016,0.2047,6,13,424,10.4025,10.0489,0,71.2983,8.2502,28.7017,0,0,22,22,17.3748085809441,0,0,83.0877,16.9123,9.66448148023828,2.83811480325302,NA,6.82636667698526,5.135,13,18,14.2157524753179,0.102669323432851,0.0175660831944752
"757","John Day","CBW05583-232818","2015-08-05","Oregon Department of Fish and Wildlife",3434,"Murderers Creek-Transport-Mainstem","Murderers Creek",2015,-119.28772,44.26658,"Transport","Pool-riffle",50.605,-0.76,-0.74,0.35,8.69,147.6844,12,25.131,50.9665,68.7924,9,3.3053,23.7405,8,6.1905,25.293,0.3647,2.2896,130.5002,289.7675,34.6268,2.2204,1.0852,0.1023,0.3498,1.9462,2.3518,9.1954,6.8965,6.1303,0.1403,0.171,18.807,0,6.4904,0,0,0.0046,0.0286,6,15,428,8.6327,6.7891,0,62.4254,23.4346,38.8564,0,0,29,29,22.2221881652289,0,0,73.4661,26.1834,7.08521820367779,0.109955742875643,0.43102651207252,6.54423594872963,6.345,15.3,11,8.42910585577647,0.117241199630345,0.0218968655905165
"758","John Day","CBW05583-367858","2015-07-27","Oregon Department of Fish and Wildlife",3435,"Greater Middle Fork John Day-Source-Public",NA,2015,-118.5284,44.68367,"Source","Plane-bed",4.071,-0.34,-0.76,0.83,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5259,1.1661,131.824,383.3272,15.7922,2.9079,1.0933,0.0649,0.4614,2.7104,2.5279,NA,NA,NA,0.0882,NA,NA,NA,NA,NA,NA,0.0097,13,29,61,167.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9383744544524,0.0971930227204342,8.81868619807557,1.92508943830349,16.9975,26.75,34,25.7919650443015,0.202922077922078,0.0443420138200472
"759","John Day","CBW05583-383986","2015-07-18","Oregon Department of Fish and Wildlife",3436,"Middle Fork John Day-Source","Camp Creek",2015,-118.84108,44.56522,"Source","Plane-bed",17.046,-0.14,-0.89,0.56,3.86,25.2184,2,2.9999,7.7861,180.7019,6,6.8147,55.7908,6,10.0687,36.4232,2.3132,1.4503,116.4151,323.8923,19.8833,2.7822,1,0.0628,0.2025,2.7674,NA,1.718,5.154,5.154,0.106,0.2437,0,0,0,0,0,0.0084,7,44,109,153.4,2.9462,7.13,0,89.6602,0.2636,10.3398,0,0,14,14,12.025931343958,9.6632,35.597,15.4459,39.2939,0.256251858771685,0.226092569297223,0.030159289474462,NA,0.61,2.5,4,3.43598038398799,0.0214748773999249,0.00188334208624287
"760","John Day","CBW05583-030730","2015-07-20","Oregon Department of Fish and Wildlife",3437,"Middle Fork John Day-Source","Camp Creek",2015,-118.86181,44.62269,"Source","Plane-bed",53.948,-0.14,-0.89,0.56,11.07,83.9837,4,19.9663,19.3165,255.6002,6,16.4614,58.7887,4,8.1224,21.8948,NA,1.0432,127.0827,420.852,44.5501,3.3116,1,0.1145,0.2061,3.3077,NA,3.1476,4.7213,3.1476,0.1634,0.3991,0,0,0,0,0,0.0261,18,113,326,200,9.3978,4.8739,0,84.3796,1.3487,15.6204,0,0,14,14,11.0164483442672,11.2101,43.4631,6.4342,38.8926,9.44266540394076,0.152681402964464,1.88495559215388,7.40502840882242,NA,NA,13,10.2295591768195,NA,NA
"761","John Day","CBW05583-404210","2015-07-29","Oregon Department of Fish and Wildlife",3438,"Middle Fork John Day-Source","Vinegar Creek",2015,-118.52234,44.60758,"Source","Plane-bed",30.826,-0.34,-0.76,0.83,10.23,215.4126,8,24.8441,32.6746,311.633,8,28.3266,47.2697,4,13.0985,20.0557,2.5017,1.0889,163.6207,652.301,66.2692,3.9867,1,0.087,0.2309,3.8319,NA,4.8894,4.8894,2.4447,0.1701,0.2207,0,0,0,0,0,0.0608,16,77,178,120,3.0141,4.6278,0.54,89.1978,2.6203,10.8022,0,0,20,20,12.2233922724936,2.915,31.0346,12.2784,53.772,3.01866606004564,0.962112750161874,0.0736310778185108,1.98292223206526,8.78,16.2,6,3.66701768174809,0.0990094774071985,0.0134600437528074
"762","John Day","OJD03458-000031","2015-07-19","Oregon Department of Fish and Wildlife",3439,"Middle Fork John Day-Transport","Camp Creek",2015,-118.8703,44.60099,"Transport","Pool-riffle",48.257,-0.14,-0.89,0.56,NA,3.878,1,0.6621,0.8519,336.3644,5,22.8386,73.8885,5,11.4193,25.2596,2.321,1.0577,119.2667,455.2326,34.92,3.8169,1,0.0478,0.214,3.8023,NA,0.8385,4.1923,4.1923,0.1146,0.0969,0,0,0,0,0,0.0164,11,100,225,200,0.0852,4.1911,0,89.8133,5.9104,10.1867,0,0,11,11,9.2230270477845,5.7878,33.4238,11.0752,49.7131,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","John Day","OJD03458-000536","2015-07-27","Oregon Department of Fish and Wildlife",3440,"Middle Fork John Day-Transport","Vinegar Creek",2015,-118.5304,44.60502,NA,NA,NA,NA,NA,NA,NA,88.5429,5,9.9574,12.787,467.9719,6,24.5574,67.5825,2,12.1234,16.8688,2.1761,1.1895,139.6947,692.4461,46.9872,4.9569,1.4075,0.0576,0.3976,4.1316,2.0472,3.5792,4.2951,1.4317,0.1137,0.0507,105.3921,19.1241,17.9821,0.7158,0.3491,0.0496,22,70,141,120,2.259,8.5585,0,88.0389,1.1435,11.9611,10,1.4442,13,13,9.30600803036908,0.7826,29.2024,12.5888,57.4262,1.9930813573088,NA,0.528415884333803,1.464665472975,9,23.2,6,4.29508062940111,0.16607645100351,0.0129974015306029
"764","South Fork Salmon","CBW05583-231826","2015-08-23","Quantitative Consultants Inc",3441,"Secesh","Lake Creek",2015,-115.94787,45.33612,"Transport","Pool-riffle",34.027,-1.15,-1.76,1.26,21.68,600.5313,8,120.2225,62.3793,362.1786,5,51.5433,37.6207,0,0,0,1.4416,1.1556,151.2912,962.6641,171.7658,6.363,1,0.1093,0.2253,6.3459,NA,5.2878,3.3049,0,0.2649,0.1993,0,0,0,0,0,0.0799,8,40,74,50.7,2.097,0.2299,0,13.147,84.5261,86.853,0,0,13,13,8.59270069904925,1.7425,18.1382,14.2098,65.9095,1.8309594684203,NA,NA,1.8309594684203,27.8,45.5,11,7.27074674534937,0.300744524466724,0.0288781933386734
"765","South Fork Salmon","CBW05583-428434","2015-07-29","Quantitative Consultants Inc",3442,"Secesh","Lake Creek",2015,-115.949904,45.331693,NA,NA,NA,NA,NA,NA,NA,393.6523,4,117.9388,49.9028,321.4803,3,55.1288,40.7537,1,17.3796,9.3435,1.1519,1.3978,153.8987,788.8191,190.4472,5.1256,1,0.1426,0.1726,5.1089,NA,2.5991,1.9493,0.6498,0.3756,0.4302,0,0,0,0,0,0.1804,7,58,122,31.5,1.5177,3.7523,0,17.8733,79.2876,84.5576,0,0,8,8,5.19822454640618,7.0612,38.8586,5.4444,48.6358,3.20494365484759,0.0737897282475171,NA,3.13115392660008,61.255,59.2,4,2.59911227320309,0.384668616434057,0.0776540527479621
"766","Entiat","CBW05583-407211","2015-07-22","Terraqua Inc.",3443,"Transport-Private","Stormy Creek",2015,-120.419721,47.821231,NA,NA,NA,NA,NA,NA,NA,41.293,7,7.5135,17.228,191.6008,10,17.9111,79.9384,1,0.7517,2.8337,6.704,1.1288,128.2682,239.6855,26.1763,1.8686,1,0.0954,0.2846,1.8115,NA,5.4573,7.7962,0.7796,0.1627,0.2741,0,0,0,0,0,0.015,0.6071,19,84,134.7,9.2259,18.4915,0,72.7406,0,27.7175,0,0,18,18,14.0330962779551,11.7072,17.842,16.8042,53.6466,3.92129668030261,NA,3.73123032476043,0.190066355542182,7.85,14.8,18,14.0330962779551,0.115383236063186,0.0327512511186534
"767","Entiat","CBW05583-503467","2015-07-23","Terraqua Inc.",3444,"Source-Public","Tillicum Creek",2015,-120.408422,47.738924,NA,NA,NA,NA,NA,NA,NA,81.0599,5,15.7155,18.3473,327.7149,4,35.9565,74.1758,1,4.5658,7.4769,3.8449,1.0707,125.646,441.0779,56.2302,3.5105,1,0.083,0.1629,3.486,NA,3.9794,3.1835,0.7959,0.1966,0.1493,0,0,0,0,0,0.0434,9,43,175,196,6.5442,7.4159,0,86.0399,0,13.9601,0,0,10,10,7.95886856724448,18.5833,31.4735,16.2021,33.741,4.0774322643897,NA,3.86608161861944,0.211350645770253,NA,NA,13,10.3465291374178,NA,NA
"768","Wenatchee","WENMASTER-000037","2015-09-23","Terraqua Inc.",3445,"Transport-Public","East Fork Mission Creek",2015,-120.49123,47.38325,NA,NA,NA,NA,NA,NA,NA,132.7102,9,14.2597,45.815,139.4091,8,10.3524,48.1276,1,1.2797,6.0574,2.3247,1.0331,131.6605,290.6531,25.8919,2.2076,1,0.0609,0.2,2.2081,NA,6.8358,6.0762,0.7595,0.1577,0.0892,0,0,0,0,0,0.0202,0.2462,18,140,272,7.0495,8.1748,0.9356,83.8401,0,16.1599,0,0,18,18,13.6715263879448,9.1215,15.0786,46.4979,26.8819,0.635944746884548,NA,0.154212929383089,0.481731817501459,1.07,3.9,7,5.31670470642296,0.0296216405072136,0.00368136448570478
"769","Methow","CBW05583-014793","2015-07-28","Terraqua Inc.",3446,"Source-Public","Libby Creek",2015,-120.179467,48.258222,NA,NA,NA,NA,NA,NA,NA,194.5206,5,35.2368,34.2998,372.599,3,48.3135,65.7002,0,0,0,2.5088,1.1131,124.9388,566.6531,83.5504,4.5354,1,0.0938,0.1506,4.5316,NA,4.002,2.4012,0,0.2265,0.2196,0,0,0,0,0,0.1418,11,65,155,255,0.5184,7.7605,0,91.721,0,8.279,0,0,8,8,6.4031349748837,3.6595,27.6055,25.2104,43.5246,3.78873717828439,NA,2.20077990161926,1.58795727666513,6.236,10.3,10,8.00391871860463,0.0824403628016277,0.0110049693542663
"770","John Day","CBW05583-330226","2015-08-14","Oregon Department of Fish and Wildlife",3449,"Middle Fork John Day-Depositional","Camp Creek",2015,-118.80313,44.67023,"Depositional","Straight",163.03101,-0.53,-0.57,0.58,31.46,104.0518,2,19.0399,18.243,310.7209,4,27.6253,54.4775,4,11.9718,27.2795,1.6845,1.1059,113.3942,512.6831,58.637,4.5212,1,0.0988,0.3105,4.4533,NA,1.7638,3.5275,3.5275,0.1803,0.3694,0,0,0,0,0,0.0142,48,108,264,201,0,2.9888,0,97.0112,0,2.9888,0,0,10,10,8.81879320106319,15.0928,57.3416,0,27.5655,0,NA,NA,NA,0.71,1,NA,NA,0.00881879320106319,0.00138487108313108
